,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity,,,,,,
CAR,Restaurant,DOT-CAR-RST-01644-2024,Anchorwheel Food Delivery,Benguet,Baguio City,"2F Kiltepan Building, Naguillan Road, Baguio City",9129201564,corporate@anchorwheelfoods.com,16-Jun-26,,,,
CAR,Restaurant,DOT-CAR-RST-02304-2025,Arca's Yard,Benguet,La Trinidad,"777 TIPTOP, AMBUKLAO RD.BECKEL,LA TRINIDAD, BENGUET",9298442448,felylayus57@gmail.com,25-Feb-26,,,
CAR,Restaurant,DOT-CAR-RST-01547-2024,Ayuyang Cafe and Restobar Co.,Benguet,Buguias,"1st Basement LMN Bldg. Abatan, Buguias, Benguet",9983450537,ayuyangcaferestobar@gmail.com,20-Mar-26,,,,
CAR,Restaurant,DOT-CAR-RST-02450-2025,Bistro Lokal by Chef Miko Dy,Benguet,Baguio City,"307 Magsaysay Avenue, Brgy. Lower Magsaysay, Baguio City",9460924649,hr.bistrolokal2600@gmail.com,7-Jul-26,,,,
CAR,Restaurant,DOT-CAR-RST-01968-2024,Bonuan Restaurant,Benguet,Baguio City,"25 A , South Drive, Baguio City",9084743303,bautistalj0611@gmail.com,6-Nov-25,,,,
CAR,Restaurant,DOT-CAR-RST-00366-2021,Cafe By The Ruins,Benguet,Baguio City,"25 Chuntug St., Abanao Ext., Brgy. Abanao-Zandueta-Kayong-Chugum-Otek (AZKCO), Baguio City",074-665-7662,cafebytheruins@gmail.com,6-Dec-25,,,
CAR,Restaurant,DOT-CAR-RST-02397-2025,Calajo Food House,Benguet,Baguio City,"B213 Lopez Bldg., Cor. Assumption Rd., Session Rd.",9209458559,julzbinwag@gmail.com,16-Apr-26,,,,
CAR,Restaurant,DOT-CAR-RST-02399-2025,Calajo Food House,Benguet,Baguio City,"Unit Ex-0117 North Terrace Sm City, Luneta Hill, Session -Gov. Pack Road",9209458559,angeljoysanchez32@gmail.com,16-Apr-26,,,,
CAR,Restaurant,DOT-CAR-RST-02421-2025,Calajo Food House,Benguet,La Trinidad,"ID 24 Betag, La Trinidad, Benguet",9209458559,Luizdaniellew@gmail.com,9-May-26,,,,
CAR,Restaurant,DOT-CAR-RST-01891-2024,Local Farmer Cafe and Restaurant,Benguet,Tublay,"5-983 Acop Kaponga, Brgy. Caponga (Pob.), Tublay, BEnguet",9982073163,dudesticuala@yahoo.com,8-Oct-25,,,
CAR,Restaurant,DOT-CAR-RST-01914-2024,7th Heaven's Cafe and Lodging,Banaue,Ifugao,"Pang-ngat, Poblacion, Banaue, Ifugao",9564096549,7thHeavenbanaue@gmail.com,22-Oct-25,,,
CAR,Restaurant,DOT-CAR-RST-02166-2024,Dap-ayan II Bar and Restaurant,Benguet,La Trinidad,"ID-29 Amos Bldg., Km 6, Brgy. betag, La Trinidad, Benguet",9298610268,dapayannativecuisine@gmail.com,16-Dec-25,,
CAR,Restaurant,DOT-CAR-RST-02213-2024,Dap-ayan II Bar and Restaurant Extension,Benguet,La Trinidad,"JB-012 Pinevalley Plaza, KM 4, Brgy. Pico, La Trinidad, Benguet",9298610268,gennelyn.mendoza.pnp@gmail.com,26-Dec-25,,
CAR,Restaurant,DOT-CAR-RST-00601-2022,Benguet Brews Coffee And Roastery,Benguet,La Trinidad,"AD-275 Central Buyagan, Poblacion, La Trinidad, Benguet",9751321923,benguetbrews@gmail.com,19-Feb-26,,,
CAR,Restaurant,DOT-CAR-RST-02238-2025,Beyond Baguio Cafe (Beyond Baguio),Benguet,Itogon,"Bacong, Brgy. Loacan, Itogon, Benguet",9451996150,marvinednyb@gmail.com,6-Jan-26,,,
CAR,Restaurant,DOT-CAR-RST-02348-2025,Calanse Restobar,Ifugao,Kiangan,"Baracks, Poblacion, Kiangan, Ifugao",09067627264 ( 09351534935),arneldulnuan2018@gmail.com,12-Mar-26,,,
CAR,Restaurant,DOT-CAR-RST-02248-2025,Country Road Cafe,Benguet,Itogon,"Catingian, Brgy. Tinongdan, Itogon, Benguet",9982412705,yollybalbines0@gmail.com,14-Jan-26,,,
CAR,Restaurant,DOT-CAR-RST-00786-2022,Craft 1945,Benguet,Baguio,"#08 Outlook Drive, Purok 1, Lualhati, Baguio City",9750632481,kevin.khoe@gmail.com,27-Dec-25,,,
CAR,Restaurant,DOT-CAR-RST-00038-2020,Ganza Restaurant,Benguet,Baguio City,"Burnham Park North, Brgy. Legarda-Burnham-Kisad, Baguio City",074.442.2478,mbcating@gmail.com,13-Dec-25,,,,
CAR,Restaurant,DOT-CAR-RST-01219-2023,Good Taste Resturant-Otek,Benguet,Baguio,"Cor. Carino Otek St., Brgy. Rizal Monument Area, Baguio City",9309964381,fredmichael.go.gtr@gmail.com,4-Dec-25,,,,
CAR,Restaurant,DOT-CAR-RST-02388-2025,Ggypsy Baguio by Chef Waya,Benguet,Baguio,"06, 2ND ROAD, QUEZON HILL PROPER",9209890227,waya_araos@yahoo.com.ph,14-Apr-26,,,,
CAR,Restaurant,DOT-CAR-RST-01260-2023,Albertos Pizzeria & Ristorante,Kalinga,Tabuk City,"Sitio Brigade, BRgy. Calanan, Tabuk City, Kalinga",9150212382,albertospizzeriandristornte@gmail.com,16-Dec-25,,,
CAR,Restaurant,DOT-CAR-RST-01187-2023,Emelia's Kitchenette,Kalinga,Tabuk City,"Emilia's Kitchenette Moldero street, Bulanao, Tabuk City, Kalinga",9158943523,engr.cafugauan@gmail.com,13-Dec-25,,,
CAR,Restaurant,DOT-CAR-RST-02158-2024,Emilia's Kitchenette,Kalinga,Tabuk City,"People Gymnasium, Dagupan Centro, Tabuk City, Kalinga",9058087285,mariadolorescafugauan1966@gmail.com,13-Dec-25,,,
CAR,Restaurant,DOT-CAR-RST-00420-2021,Hillstation (Session Rd),Benguet,Baguio,"Casa Vallejo, Upper Session Road, Baguio City",(074) 424-2734,info@hillstationbaguio.com,26-Feb-26,,,,
,,,,,,,9158292166,,,,,,,,
CAR,Restaurant,DOT-CAR-RST-01084-2023,Hillstation (SM),Benguet,Baguio,"Level 2 Sunset Terraces, Luneta Hill, SM Baguio",(074) 637 5553,bistro_sm@hillstationbaguio.com,21-Mar-26,,,,
CAR,Restaurant,DOT-CAR-RST-00383-2021,Hillstation (TechnoHub),Benguet,Baguio,"John Hay Special Economic Zone, Loakan Road, Baguio City",(074) 661-2544 09452411463,bistro@hillstationbaguio.com,25-Feb-26,,,,
CAR,Restaurant,DOT-CAR-RST-00434-2021,Hill-Top Cafe,Ifugao,Aguinaldo,"Eteet, Brgy. Itab, Aguinaldo, Ifugao",9687503604,Worldvoyagetravels@gmail.com,5-Feb-26,,,
CAR,Restaurant,DOT-CAR-RST-02431-2025,La.Ud Bistro,Apayao,Flora,"Dona Luz Street, Poblacion West, Apayao",9171529655,la.udbistro2022@gmail.com,5-Jun-26,,,,
CAR,Restaurant,DOT-CAR-RST-00195-2021,Le Chef,Benguet,Baguio,"John Hay Hotel (Formerly Manor Hotel) Camp John Hay, Loakan Rd. Baguio City",9217448285,lechefhr@gmail.com,23-Apr-26,,,,,
CAR,Restaurant,DOT-CAR-RST-00195-2021,Le Chef-Golf Club,Benguet,Baguio,"Camp John Hay, John Hay Special Economic Zone",9217448285,lechefhr@gmail.com,29-Apr-26,,,,,
CAR,Restaurant,DOT-CAR-RST-00673-2022,Lemon and Olives,Benguet,Baguio,"26 Outlook Drive Baguio, Benguet",074 442 40 79,lemon.olivesgreektaverna@gmail.com,11-Nov-25,,,,,
CAR,Restaurant,DOT-CAR-RST-00092-2020,MommyLa Bakery and Homestay,Benguet,La Trinidad,"KE-011A Lower Cruz, La Trinidad, Benguet",9610966918,mommylabr@gmail.com,25-Feb-26,,,,
CAR,Restaurant,DOT-CAR-RST-002234-2025,JYC MArosan Viewdeck Cafe and Restaurant,Benguet,La Trinidad,"MD-027-Longlong, Brgy. Puguis, La Trinidad, Benguet",9122995631,joanleeantonio83@gmail.com,2-Jan-26,,,
,,,,,,,9482328886,,,,,,,,
CAR,Restaurant,DOT-CAR-RST-02389-2025,Hiraya Food and Beverage House,Benguet,La Trinidad,"MB 219 Longlong Road, Puguis, La Trinidad, Benguet",9274036469,Hirayayuma@gmail.com,15-Apr-26,,,
CAR,Restaurant,DOT-CAR-RST-00905-2022,Sagada Bistro,Mountain Province,Sagada,"Dagdag, Sagada, Mountain Province",9157730726,bistrosagada@gmail.com,4-Mar-26,,,,
CAR,Restaurant,DOT-CAR-RST-02420-2025,Santiago's Mexican Restaurant,Benguet,La Trinidad,"073-01 JGB Building, Pico, La Trinidad, Benguet",9154212127,kristilynpc92@gmail.com,9-May-26,,,
CAR,Restaurant,DOT-CAR-RST-00060-2020,Solibao Restaurant Session Road,Benguet,Baguio,"#1 Porta Vaga Building, Session Road, Brgy. Kabayanihan, Baguio City",074.442.3867,solibaorestaurants@gmail.com,21-Nov-25,,,
CAR,Restaurant,DOT-CAR-RST-00055-2020,Solibao Restaurant-Cedar Peak,Benguet,Baguio,"Cedar Peak Bldg., Ground Floor, General Luna St., Brgy. Kabayanihan, Baguio City",074.442.4872,avbc88@gmail.com,4-Dec-25,,
CAR,Restaurant,DOT-CAR-RST-00039-2020,Solibao Restaurant-Burnham Park,Benguet,Baguio City,"Burnham Park South, Brgy. Legarda-Burnham-Kisad, Baguio City",074.442.6797,avbcating2@gmail.com,13-Dec-25,,,,
CAR,Restaurant,DOT-CAR-RST-01567-2024,Sinner or Saint Café,Benguet,La Trinidad,"FA 330 Totanes Bldg., KM 3 Balili, La Trinidad, Benguet",9399020636,sinnerorsaintcafe@gmail.com,26-Feb-26,,,
,,,,,,,9466519895,,,,,,,,
CAR,Restaurant,DOT-CAR-RST-00001-2020,Swiss Baker,Benguet,Baguio,"Puso Ng Baguio Session Road, Kabayanihan, Baguio City",(074) 424-8109,swissbakerbaguio@gmail.com,27-Dec-25,,,,
CAR,Restaurant,DOT-CAR-RST-01562-2024,The Gallery By Witchcraft,Benguet,Baguio,"#37 Brgy. Military Cut-off, Baguio City",9086370968,thegallerybaguiocity@gmail.com,23-Apr-26,,,,,
CAR,Restaurant,DOT-CAR-RST-02387-2025,Um-a Restoreant Lodging House,Benguet,Tuba,"Km. 9, Asin Rd., Tadiangan, Tuba, Benguet",9503536748,marketing.health100@gmail.com,14-Apr-26,,
CAR,Restaurant,DOT-CAR-RST-02444-2025,West Asia Hot Pot- Tong Yang Baguio,Benguet,Baguio,"SM City Baguio. Luneta Hill, Session- Gov. Pack Road, Baguio City",9778147888,tongyangbaguio@gmail.com,23-Jun-26,,,,
CAR,Restaurant,DOT-CAR-RST-02271-2025,Yalida Farms and Adventures Corp.,Mountain Province,Paracelis,"Barangay Anonat, Paracelis, Mountain Province",9514012304,yalida.adventures@gmail.com,5-Feb-26,,,,
CAR,Spa,DOT-CAR-SPA-02449-2025,Be Better Wellness Center,Benguet,Baguio,"#27 Leonard Wood Road, Cabinet Hill- Teacher's Camp,Baguio City",9209520830,mountainlodgebaguio@gmail.com,3-Jul-26,,,,
CAR,Spa,DOT-CAR-SPA-02492-2025,North Haven Spa 1,Benguet,Baguio,"21 Avelino Street, Andress Bonifacio, Baguio City",(074) 300-5022,northhavenspa2@gmail.com Rimangelsalcedo@gmail.com,20-Aug-26,,,,
CAR,Spa,DOT-CAR-SPA-00164-2021,North Haven Spa 2,Benguet,Baguio,"Casa Vallejo Hotel, Upper Session Road, Baguio City",9175081349,northhaven_spa@yahoo.com,19-Aug-26,,,,
CAR,Tertiary Hospital,DOT-CAR-TTH-02380-2025,Saint Louis University - Sacred Heart Medical Center,Benguet,Baguio,"Assumption Road, Brgy. Kabayanihan, Baguio City",09171084933; (063) 442 5700,shmcpatientexperience@slu.edu.ph,7-Apr-26,,,,
CAR,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-CAR-TSP-01561-2024,"Easter Weaving Room, Inc.",Benguet,Baguio,"2 Easter Road Guisad, Brgy. Guisad Central, Baguio City",09209218131 / 09606049765,nfo@easterweaving.com,28-Feb-26,,,
,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-CAR-TSP-01209-2023,G-Masferre Souvenir Shop,Benguet,La Trinidad,"Ap06-B Paltingan, Ambiong, La Trinidad",9062754790,gm11301315@gmail.com,6-Aug-26,,,,
CAR,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-CAR-TSP-02493-2025,Kalinga Pasalubong Center,Kalinga,Tabuk,"Brgy. Malalao, Talaca, Tabuk City, Kalinga",9098066853,ericjenersangdaan@gmail.com,27-Aug-26,,,
CAR,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-CAR-TSP-00381-2021,Narda's Handwoven Arts & Crafts,Benguet,Baguio,"151 Upper Session Road, Extension, Brgy. Engineers Hill, Baguio City",9209509097,nardas.inquiries@gmail.com,21-Jul-26,,,
CAR,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-CAR-TSP-02461-2025,Praj Pasalubong Center and General Merchandise,Kalinga,Tabuk,"Purok 4, Bulanao, Tabuk City, Kalinga",9263147595,reginamadio732@gmail.com,17-Jul-26,,,
CAR,Tourist Shop (Department Store / Souvenir Shop / Specialty Shop),DOT-CAR-TSP-01922-2024,SM City Baguio,Benguet,Baguio,"SM City Baguio, Luneta Hill, Brgy. Session Road Area, Baguio City",(074) 619-7383,lainey.delrosario@smsupermalls.com,23-Oct-25,,,
CAR,Tourism Training Center,DOT-CAR-TRC-00432-2021,Daesung Academy of The Cordilleras,Benguet,Baguio,"Latawan Bldg. #63 Upper West, Camp 7, Baguio City",(074) 620-4510/ 09271284843,ren7napiloy@gmail.com,10-Sep-25,,,,
,,,,,,,9169173520,,,,,,,,
CAR,Tourism Training Center,DOT-CAR-TRC-00339-2021,JIC Tutorial Language Inc.,Benguet,Baguio,#73 Del Nacia Apt Upper West Camp7,074 620 4825,baguiojic@gmail.com,4-Mar-26,,,,,,
CAR,Tourism Training Center,DOT-CAR-TRC-01558-2024,JIC Tutorial Language Inc. -Premium Campus,Benguet,Baguio,"381 Purok 5, Dontogan, Baguio City",9268828902,jicpremiumoffice@gmail.com,19-Mar-26,,,,
CAR,Tourism Training Center,DOT-CAR-TRC-02385-2025,Leaders In Fundamental English (LIFE) Inc.,Benguet,Baguio,"#1 Maya Street, Dizon- Manzanillo Subdivision, Baguio City",9267339329,jchammer49@gmail.com,11-Apr-26,,,,
CAR,Tourism Training Center,DOT-CAR-TRC-01192-2023,Models of Nonpareil and Outstanding Learning Corporation,Benguet,Baguio,"Purok 9 Tacay Road, Pinsao Proper, Baguio City",074 244 2936,modelsofnonpariel@yahoo.com,26-May-26,,,,
,,,,,,,9175866795,,,,,,,,
CAR,Tourism Training Center,DOT-CAR-TRC-02442-2025,Pines International Academy,Benguet,Baguio,"#3 Romel, Mansion, Villamor St., Lualhati, Baguio City",(074) 620 3300,piaromel2018@gmail.com,18-Jun-26,,
,,,,,,,(074) 620-3310,piarecruitment@yahoo.com,,,,,,,
CAR,Tourism Training Center,DOT-CAR-TRC-00152-2021,Sophiellise Academy,Benguet,Baguio,"11 Aguila Street, Dizon-Manzanillo Subdivision, Bokawkan Road , Baguio City",9088976808,cthibaguio@gmail.com,23-Apr-26,,,
CAR,Tourism Training Center,DOT-CAR-TRC-02020-2024,"WIDEST ASIAN LEARNERS ENGLISH SCHOOL, INC.",Benguet,Baguio City,"4 Bukaneg Street, Legarda Road, Baguio City",9399371202,walesbaguio@gmail.com,15-Nov-25,,,
CAR,Land Transport Operator,DOT-CAR-TTO-02038-2024,Bokod Transport Cooperative,Benguet,Bokod,"Ambangeg, Daclan, Bokod, Benguet",639468922428,bokodtransportcooperative17@gmail.com,30-Apr-26,,,
CAR,Land Transport Operator,DOT-CAR-TTO-00188-2021,Baguio City Transport Services Cooperative,Benguet,Baguio City,"11# governor pack road, session road area, Baguio city",9165881845,alfredomirandadimla@gmail.com,30-Apr-26,,,,
CAR,Land Transport Operator,DOT-CAR-TTO-01707-2024,Enclean Transport Cooperative,Benguet,Baguio City,"333 Lower Magsaysay, Baguio City",9281922578,encleantransport@gmail.com,30-Apr-26,,,,,
CAR,Land Transport Operator,DOT-CAR-TTO-00606-2022,Join Baguio Movement Tourist Service Cooperative,Benguet,Baguio City,"#247 Kennon Road, Camp 7, Baguio City",9274441344,jbmtourist@yahoo.com,30-Apr-26,,,,
CAR,Land Transport Operator,DOT-CAR-TTO-02427-2025,Northlandia Transport Service Multipurpose Cooperative,Kalinga,Tabuk,"Gagelonia Street, Bulanao Norte, Tabuk City, Kalinga",9274021420,nortransmpc@gmail.com,30-Apr-26,,,
CAR,Land Transport Operator,DOT-CAR-TTO-00690-2022,Sagadian Tourist Transport Cooperative,Benguet,Baguio City,"#37 Lower Tacay, Central Guisad, Baguio City",9493023342,sagadiantranscoop@yahoo.com,30-Apr-26,,,,
CAR,Land Transport Operator,DOT-CAR-TTO-01863-2024,Smile Transport Cooperative,Benguet,Baguio City,"1 Slaughter Compound, Brgy. Slaughter House Area (Santo Niño Slaughter), Baguio City, Benguet",9483684888,macaslingmalou@gmail.com,30-Apr-26,,,
CAR,Land Transport Operator,DOT-CAR-TTO-00072-2020,Smokey Transport,Benguet,Baguio City,"Purok 3, #80 Lourdes Proper, Baguio City",9182778026,smokeytransport@gmail.com,30-Apr-26,,,,
CAR,Land Transport Operator,DOT-CAR-TTO-02303-2025,Trusted BLISTT Alliance of Transport Multipurpose Cooperative (TBATMPC),Benguet,Baguio City,"No. 177 Orange Alley, Lower QM, Baguio City",9463004064,tbatmpc.baguio@gmail.com,30-Apr-26,,,,
CAR,Land Transport Operator,DOT-CAR-TTO-01767-2024,Ilocos Abra Transport Cooperative (IATRANSCO),Abra,Bangued,"Torrijos Street, Brgy. Zone- 5, Bangued, Abra",9636849334,aquinojemelyn6@gmail.com,30-Apr-26,,,
CAR,Travel Agency,DOT-CAR-TRA-01860-2024,Bag-iw Travel Services,Benguet,La Trinidad,"2nd Floor Epiphany Building, IB-02, Brgy. Betag, La Trinidad, Benguet",074 423 0193,bagiw17@gmail.com,30-Jun-26,,
CAR,Travel Agency,DOT-CAR-TRA-01080-2023,DFD Travel and Tours,Benguet,Baguio,"Abanao Square, 3rd floor, Abanao street, AZKCO, Baguio City",9389236294,reservations.dfd@gmail.com,30-Jun-26,,
CAR,Travel Agency,DOT-CAR-TRA-02478-2025,Haidan Travel and Tours,Benguet,Baguio,"115 Magsaysay Ave, Happy Homes, Baguio CIty",9954753696,haidantravelandtours@gmail.com,30-Jun-26,,,,
CAR,Travel Agency,DOT-CAR-TRA-02447-2025.,Provision Virtual Assistance Services,Benguet,Baguio City,"76 Pucay Village, Marcos Highway, Brgy. Bakakeng North, Baguio City",9672311553,kanneforonda@gmail.com,30-Jun-26,,,
CAR,Travel Agency,DOT-CAR-TRA-02481-2025,Tipi Travel and Tours OPC,Benguet,Baguio City,"03B UGF, Pilando Building, Magsaysay, Baguio City",9177705649,tipittravel@gmail.com,30-Jun-26,,,
CAR,Travel Agency,DOT-CAR-TRA-01630-2024,Trek Earth Travel & Tours,Benguet,Baguio,"Room 105 Gamba Building, Session Road, Baguio City",9079280039,trekearthsession@yahoo.com,30-Jun-26,,,,
CAR,Tour Operator,DOT-CAR-TOP-02439-2025,Boii Travel and Tours,Benguet,La Trinidad,"Bashoy, Kabayan, Benguet",9533248991,kbcoutsourcing@gmail.com,30-Jun-26,,,,
CAR,Tour Operator,DOT-CAR-TOP-01200-2023,Esgala Travel and Tours,Benguet,La Trinidad,"FA 238 KM. 4 BALILI LA TRINIDAD, BENGUET",744223937,esgalab@yahoo.com,30-Jun-28,,,,,
,,,,,,,,esaesguerra@yahoo.com,,,,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-00686-2022,Agetyeng Travel and Tours,Benguet,Baguio,"Ground Floor, UB Square, General Luna Road, Baguio City",(074) 422-2335,agetyengtravel@yahoo.com,30-Jun-27,,,
,,,,,,,9285519591,,,,,,,,
,,,,,,,9988537155,,,,,,,,
,,,,,,,9166278166,,,,,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-02440-2025,Alpines Travel and Tours,Benguet,Baguio,"37 Lower Tacay Road, Guisad Central, Baguio City",09199319334 09493023342,travelwithalpines@gmail.com,30-Jun-26,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-01722-2024,Arlo Travel and Tours,Benguet,Baguio,"#7 Gibraltar Rd., Baguio City",(074) 244 9545/ 09171520344,arlotravelandtours15@gmail.com,30-Jun-26,,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-01233-2023,Brillante Travel Services,Benguet,Baguio,"Room 204, National Life Building, Session Road, Baguio City",9281937550,eventstours9@gmail.com,30-Jun-26,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-01720-2024,Clegieperica Travel and Tours,Benguet,Baguio,"2F Room 201, Dangwa Terminal Bldg., Rajah Matanda Str, Baguio City",9481027117,clegieperica.travel@gmail.com,30-Jun-26,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-00725-2022,Diznee Travel and Tours,Benguet,Baguio,"Room 211 Mabini Shopping Center, Mabini Street,",0917 100 6211 (074) 620-4461,dizneetravel@yahoo.com,30-Jun-26,,,,
,,,,,,Baguio City,9205843785,,,,,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-01675-2024,Freesia Travel and Tours Agency,Benguet,La Trinidad,"Rm 2, 2nd floor, Toma-ac Bldg., KM 4, Pico, La Trinidad, Benguet",9072647533,freesiatravelandtours@yahoo.com,30-Jun-26
CAR,Travel and Tour Agency,DOT-CAR-TTA-01792-2024,Gracious Angeli Travel and Tours,Benguet,Baguio,"Skyworld Commercial Center, Calderon Street, Baguio City",,angeli.travel@gmail.com,30-Jun-26,,,,
,,,,,,,9175061996,,,,,,,,
,,,,,,,0917 504 2063,,,,,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-02112-2024,Intrepdi Spirit,Benguet,Baguio,"Unit a 33D, Sto Niño Road, Marcos Highway, Brgy. Bakakeng Central, Baguio city",9989824538,finance@intrepidspirit.com,30-Jun-26,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-01637-2024,Jammers Travel and Tours,Benguet,La Trinidad,2ND FLOOR JB -78 KM4 PICO LA TRINIDAD BENGUET,9493242219,marryanarabis@gmail.com,30-Jun-26,,,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-01703-2024,Maple-Wander Travel & Tours,Benguet,Baguio,"Ground Floor, West Burnham Place Condo, 16 Kisad Road, Baguio City",(074) 424-5500,joymapletours2013@gmail.com,30-Jun-26,,,
,,,(Joy Maple Tours and Consultants),,,,9276677000,,,,,,,,
,,,,,,,9081587000,,,,,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-01570-2024,JS Legaspi Travel and Tours,Benguet,Baguio,"4/F COOPBANK OF BENGUET BLDG., LAKANDULA STREET",746190741,jslegaspitravelandtours20@gmail.com,30-Jun-26,,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-00807-2022,JV Global Travellers Travel & Tours & Trading,Kalinga,Tabuk,"Stall #2 People's Gym, Dagupan Centro, Tabuk City",9171206034,jvglobaltravellers@gmail.com,30-Jun-26,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-01614-2024,Leisure Travel and Tours,Benguet,Baguio City,"21 Jordan St., Easter Hills Subd., Guisad, Baguio City",639052398139,leisureinquiry@gmail.com,30-Jun-26,,,
CAR,Travel and Tour Agency,DOT-CAR-TRA-02475-2025,Leisurely Travel and Tours Agency,Benguet,Baguio City,"Unit 303 3rd Floor, Mabini Commercial Building, Mabini Street, Kabayanihan, Baguio City",(074)661-0263,leisurely.marketing@gmail.com,30-Jun-26,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-00395-2021,Mantauli Travel Services,Benguet,Baguio City,"Unit 201, 2nd Floor, Otek Square, Otek Street, Baguio City",9190073815,mantaulitravel@gmail.com,30-Jun-26,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-00841-2022,Mcspencer Travel & Tours,Benguet,Baguio City,"3A-2B Puso ng Baguio Bldg. Porta Vaga Mall, Session Road, Baguio City",9399229065,mcspencer_travel@yahoo.com,30-Jun-26,,,,
,,,,,,,9162205962,,,,,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-02098-2024,Noants Consultancy Services,Benguet,Baguio City,"Benjamin R. Salvosa Drive corner 23 chuntug street rizal park, Baguio City",9209207026,catherinedelarosaTTA@gmail.com,30-Jun-26,,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-01721-2024,Seikai Travel & Tours,Benguet,La Trinidad,"ID-26 Betag, La Trinidad, Benguet",074-665-2940,seikai_travel@yahoo.com,30-Jun-26,,,,
,,,,,,,9194051114,,,,,,,,
,,,,,,,9998880904,,,,,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-00882-2022,Seung Jae Travel and Tours,Benguet,Baguio,"48 RM3C Sacred heart Bldg., Diego Silang street, Baguio City",(074) 309 2639,ikalahantours@gmail.com,30-Jun-26,,,,
,,,,,,,9212560119,,,,,,,,
,,,,,,,9951484922,,,,,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-00682-2022,Small World Travel and Tours Agency Company,Benguet,Baguio City,88 G/F Laperal Building Session Road,074-4445822,swtpack@yahoo.com,30-Jun-26,,,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-01723-2024,SmileTravel and Tour and Events Services,Benguet,Baguio City,"Unit 6B, 6th Floor, Abanao Shopping Center, Brgy. AZKCO, Baguio City",9175560011,galvezjamesjoseph@gmail.com,30-Jun-26,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-00715-2022,Top Travels,Ifugao,Lagawe,"63 Rizal Avenue, Poblacion East, Lagawe, Ifugao",9175617344,info.toptravels@yahoo.com,30-Jun-26,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-00685-2022,Trip Quest Travel and Tours,Benguet,Baguio,"305 Jose De Leon Building, Upper Session Road, Baguio City",(074) 447-9820 09178555685,tripquest.tours@gmail.com,30-Jun-26,,,,
,,,,,,,9985814025,,,,,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-02373-2025,Vybe Travel PH Travel and Tours,Benguet,La Trinidad,"3rd floor ,C&M Bldg. La Trinidad Benguet",9543320797,vybetravels@gmail.com,30-Jun-26,,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-02465-2025,Waley's Travel and Tours,Benguet,Baguio,"1 Malaya, Dominican- Mirador Hill, Baguio City",9602129832,waleystraveltours@gmail.com,30-Jun-26,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-01272-2023,Wynn World Travel and Tours,Benguet,Baguio,"202 2/F JM Dominguez Building, General Luna, Baguio City",(074) 422 1166,wworltravelandtours@gmail.com,30-Jun-26,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-00649-2022,Montana Air Travel and Tours,Benguet,Baguio,"Rm. 2B 2F Golden Court Bldg., 258 Magsaysay Avenue, Baguio City","""(074) 442-7185",montanaair_travel@yahoo.com.ph,30-Jun-26,,,,
,,,,,,,"09985341738""",,,,,,,,
CAR,Travel and Tour Agency,DOT-CAR-TTA-01851-2024,Zenith Odyssey Travel and Tours Inc.,Kalinga,Tabuk,"G/F M Hotel Tabuk Inc. 1st Building, Brgy. Appas, Tabuk City",9150658758,zotravelandtours@gmail.com,30-Jun-26,,,,
test add,,,,,,,,,,,,,,,
test add,,,,,,,,,,,,,,,
