Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
Region 1,Resort,DOT-R01-RES-00317-2021,K3MM CORPORATION,La Union,Pugo,"Pugo Resort and Adventure Park, Sitio Kagaling",9175066931,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00013-2020,AUREO LA UNION,La Union,San Fernando City,SHIPSIDE HOUSING AREA,9178275799,http://www.aureohotels.com,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00329-2021,LA UNION BLUE MARLIN RESORT,La Union,San Fernando City,"Purok 4, Canaoay West, City of San Fernando, La Union",9954588313,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00965-2022,YNAD'S PLACE HOTEL AND RESORT,La Union,San Fernando City,"BYPASS ROAD, PUROK 1",9288306350,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00010-2020,"Kahuna Hotel, Cafe, and Restaurant, Inc.",La Union,San Juan,"National Highway, Brgy. Urbiztondo, San Juan, La Union, PHILIPPINES",9178300363,https://www.kahunaresort.com/,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-02472-2024,P and M Final Option Beach Resort Inc.,La Union,San Juan,#320 Eagle Street,9294485505,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00093-2021,SAN JUAN RESORT DEVELOPMENT AND MANAGEMENT CORPORATION,La Union,San Juan,"ILI SUR, SAN JUAN , LA UINON",072-6828396,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00570-2021,COACH-KREEZ-PLACE AND RESORT,La Union,Bangar,"SECTOR 6, Brgy. Paratong",9541665166,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-02495-2024,JADE RESORT,La Union,Bauang,Brgy. Payocpoc Sur,9672701055,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00174-2021,INFINITY GARDEN RESORT HOTEL AND PAVILLION,La Union,Agoo,"Infinity Garden Resort, Don Eufranio St., Brgy. San Nicolas East",9171503449,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00244-2021,SOLARENA SEASIDE RESORT INC,La Union,Caba,"Manahan Compound, Coastal Road, Brgy. San Carlos, Caba, La Union",#ERROR!,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-01221-2022,HOTEL45 BEACH RESORT AND RESTAURANT,La Union,Bauang,"Mc Arthur Highway, Brgy. Paringao, Bauang, La Union",9178290075,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00344-2021,KULTURA SPLASH WAVE,La Union,Pugo,"Km. 251. Brgy. Cares Pugo, La Union",9063319969,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-01579-2023,MARAND RESORT 2,La Union,Bauang,"BRGY. BACCUIT SUR, BAUANG , LA UNION",(072) 8881697,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00247-2021,SEBAY RESORT & ENTERTAINMENT CENTER,La Union,San Juan,"URBIZTONDO, SAN JUAN, LA UNION",9176401118,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00267-2021,GO RESORT,La Union,Bauang,"Purok 4, Brgy. Paringao, Bauang, La Union",9196107779,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00051-2020,VILLA D' EL-LITA HOTEL AND RESTAURANT,La Union,Sudipen,"National Highway, Brgy. Ipet, Sudipen, La Union",0926-727-8726/0999-990-0386,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-02084-2024,ORDONO FARM RESORT,La Union,Balaoan,"Barangay Cabuaan, Balaoan, La Union",9209072984,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-01288-2022,THUNDERBIRD PILIPINAS HOTELS AND RESORTS INC.,La Union,San Fernando City,"VOA PENNSYLVANIA AVENUE, PORO POINT SAN FERNANDO , LA UNION",9178085045,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-02983-2025,VISTA LA VITA,La Union,San Fernando City,"California Ave., Canaoay, San Fernando City, La Union",09175000033/072-607-1469,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00966-2022,VILLA APOLONIA RESORT HOTEL,La Union,San Juan,"Urbiztondo Surfing Area, Brgy. urbiztondo, San Juan, La Union",9690458847,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-03074-2025,MARITONI BALI SUITES & VILLAS,La Union,Bauang,"National Highway, paringao, Bauang, La Union",9177727151,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00354-2021,ISLA BONITA BEACH RESORT,La Union,San Juan,"117 Velasco, Ili Sur (Pob.), San Juan, La Union",9989846420,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-01035-2022,SEA OF DREAMS BEACH RESORT,La Union,Caba,"Diego Silang Street, Santiago Norte, Caba, La Union",0977 238 8515,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-01203-2022,JG7 Bamboo-Paraiso Beach Resort,Pangasinan,Alaminos City,"Bolo II-Pandan, Alaminos City, Pangasinan",0917 800 1118 / 0966 499 1833,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00023-2020,Maxine By The Sea Restaurant & Lodge,Pangasinan,Alaminos City,Boulevard Lucap Alaminos City Pangasinan,9216428551,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00563-2021,Kokopeli Beach Resort,Pangasinan,Bolinao,#001,9065540743,http://kokopelibeachresort.business.site/,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00631-2021,SUNDOWNERS VACATION VILLAS,Pangasinan,Bolinao,"LUCIENTE 1ST., BOLINAO, PANGASINAN",9209650412,https://sundowners.ph,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00340-2021,Sirom Hospitality Group Incorporated,Pangasinan,Dasol,Purok 3 Tambobong Dasol Pangasinan,9294556102,http://www.sirombeachhouse.com,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-01230-2022,KABALEYAN COVE RESORT INC.,Pangasinan,San Carlos City,No. 27-A.,9153872765,https://kabaleyancoveresort.ph/,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-02070-2024,LAYLOW BEACH RESORT,Pangasinan,Alaminos City,"Brgy. Victoria, Alaminos City, Pangasinan",9639934208,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-02167-2024,YP4K PRIVATE RESORT,Pangasinan,Alaminos City,"Zone 6, Bued, Alaminos City, Pangasina",9053135494,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00841-2022,CMAYA GARDEN RESORT,Pangasinan,Alaminos City,Brgy Bued Alaminos City pangasinan,9063836788,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00790-2022,"VILLA SOLEDAD BEACH RESORT, CORP.",Pangasinan,Bolinao,"393 Brgy. Estanza, Patar Road, Bolinao, Pangasinan",09209092768 / 09151287785,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00218-2021,EL PESCADOR RESORT HOTEL,Pangasinan,Bolinao,"#1 San Andres St. Barangay Germinal, Bolinao, Pangasinan",09999926184/ 075 6330527,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00096-2021,PUERTO DEL SOL BEACH RESORT AND HOTEL CLUB,Pangasinan,Bolinao,ILOG MALINO BOLINAO PANGASINAN,9175542859,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-02615-2024,WESTMANOR RESORT HOTEL,Pangasinan,Sual,"National Road, Sitio Matalakitik, Brgy. Caoayan Sual, Pangasinan",9209451764,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-02643-2025,THE BLESSED PURPLE BAMBOO BEACH RESORT INC.,Pangasinan,Alaminos City,"Magamo-gamo street, Telbang, Alaminos City, Pangasinan",0956 697 8679,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-02817-2025,LADO DEL RIO VACATION VILLAS,Pangasinan,Bolinao,"Balingasay, Bolinao, Pangasinan",9065542733,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-02835-2025,THE YLANG YLANG EVENTS PLACE & RESORT,Pangasinan,Mangatarem,"Romulo Highway, Brgy. Bueno, Mangatarem, Pangasinan",9515588074,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00973-2022,FIESTA GRANDE BEACH RESORT,Pangasinan,Dasol,"Purok Ylang-Ylang, Macalang, Dasol, Pangasinan",9185914091,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-02876-2025,FIVE LUCKY JADE DRAGONS INC. (SOLIMAR SEASIDE CABANAS),Pangasinan,Dasol,"Purok 5, Tambobong, Dasol, Pangasinan",9175555609,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00370-2021,"STAR MONICA HOTEL, RESORT AND RESTAURANT",Pangasinan,Lingayen,"National Highway, Quibaol, Lingayen, Pangasinan",9062562576,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00668-2021,SCL GARDEN RESORT,Pangasinan,Bolinao,"Brgy Ilog Malino, Bolinao, Pangasinan",09563009225/639687341388,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-02912-2025,"ROCK GARDEN HOTEL, RESORT AND RESTAURANT, INC",Pangasinan,Bolinao,"Barangay Arnedo, Bolinao, Pangasinan",9175382258,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00345-2021,HOTEL G BEACH RESORT & RESTOBAR,Pangasinan,Bolinao,"BRGY. PATAR, BOLINAO, PANGASINAN",9176502939,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00539-2021,RDT HOTEL AND SPA,Pangasinan,Pozzorubio,"Espiritu Street Poblacion, District 2, Poblacion II, Pozzorubio, Pangasinan",0917-179-9513,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-03023-2025,"AVELINO RESORT AND HOTEL,INC.",Pangasinan,Basista,"#206 Brgy.,Bayoyong,Basista Pangasinan",0917-512-9828,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-03054-2025,CORA'S MANOR AND GARDEN,Pangasinan,Mapandan,"CALAMANSI PIAS, MAPANDAN, PANGASINAN",9458007074,,"October 31, 2026"
Region 1,Resort,DOT-R01-RES-00657-2021,PUNTA RIVIERA DEL MAR INC.,Pangasinan,Bolinao,"PUROK 2 ILOG MALINO, Bolinao, Pangasinan",9994432940,,"October 31, 2026"
Region 1,Restaurant,DOT-R01-RST-03044-2025,PLANAXIS GRILL AND RESTAURANT INCORPORATED,Ilocos Norte,Bacarra,"Planaxis Building, Sitio 7. National Highway, Brgy. Buyon, Bacarra, Ilocos Norte",9951068381,,"June 13, 2026"
Region 1,Restaurant,DOT-R01-RST-01156-2022,LA PRECIOSA ILOCOS CORP,Ilocos Norte,Laoag,"Arabela Eventts Place, F. Julian St., Brgy. 2, Santa Joaquina, Laoag City, Ilocos Norte",9067635373,,"March 30, 2026"
Region 1,Restaurant,DOT-R01-RST-00871-2022,TARTARUGAS RESTAURANT,Ilocos Norte,Pagudpud,"BRGY. SAUD, PAGUPDUD, ILOCOS NORTE",9510140486,,"July 15, 2026"
Region 1,Restaurant,DOT-R01-RST-00926-2022,IKAN DAMPA SEAFOOD RESTAURANT,Ilocos Sur,Bantay,"St. Paul Avenue, Zone 4, Bantay, Ilocos Sur",9163945168,,"April 25, 2026"
Region 1,Restaurant,DOT-R01-RST-02998-2025,CEFERINO’S RESTAURANT,Ilocos Sur,Candon,"Bypass Road, Bagani Ubbog, Candon City, Ilocos Sur",9661929907,,"April 25, 2026"
Region 1,Restaurant,DOT-R01-RST-02776-2025,LAMOT-TEK EATERY,Ilocos Sur,Candon,"15 Alvaro Street, Brgy. San Jose, Candon City, Ilocos Sur",9165135570,,"February 13, 2026"
Region 1,Restaurant,DOT-R01-RST-02734-2025,MANG ROMEO'S SEAFOOD AND GRILL,Ilocos Sur,Candon,"134 Abagatan, Bagar, Candon City, Ilocos Sur",9275801698,,"November 2, 2026"
Region 1,Restaurant,DOT-R01-RST-02488-2024,MINTY COFFEE SHOP,Ilocos Sur,Candon,"National Highway, Brgy. Tablac, Candon City, Ilocos Sur",9171361177,,"October 25, 2025"
Region 1,Restaurant,DOT-R01-RST-02770-2025,RM HICUPS CORPORATION,Ilocos Sur,Candon,"L.A.J. Comm'l. Bldg., Nat'l Highway, Brgy., Calaoa-an, Candon City, Ilocos Sur",9658149315,,"February 13, 2026"
Region 1,Restaurant,DOT-R01-RST-02772-2025,IHAWAN SA CAOAYAN,Ilocos Sur,Caoayan,"Don Alejandro Quirolgico (Pob.), Caoayan, Ilocos Sur",09175827444/09661594646,,"February 13, 2026"
Region 1,Restaurant,DOT-R01-RST-02848-2025,SEASIDE DE SAN JUAN GRILL HOUSE,Ilocos Sur,San Juan (Lapog),"Brgy. Sunggiam, San Juan, Ilocos Sur",9176892288,,"November 3, 2026"
Region 1,Restaurant,DOT-R01-RST-02894-2025,RICO'S BAR AND COCKTAIL LOUNGE,Ilocos Sur,Santo Domingo,"Evangelista Street, Poblacion, Santo Domingo, Ilocos Sur",9171032054,,"March 24, 2026"
Region 1,Restaurant,DOT-R01-RST-01430-2022,CAFE UNO - VIGAN,Ilocos Sur,Vigan,"Crisologo St., Brgy. I, Vigan City, Ilocos Sur",9177990121,,"October 23, 2025"
Region 1,Restaurant,DOT-R01-RST-01424-2022,CAFE UNO - VIGAN,Ilocos Sur,Vigan,"Bonifacio St., Brgy. II, Vigan City, Ilocos Sur",9536137894,,"October 23, 2025"
Region 1,Restaurant,DOT-R01-RST-02451-2024,COFFEE BREAK VIGAN CO.,Ilocos Sur,Vigan,"3 Casa Feril, Salcedo St. corner Crisologo St., Barangay 1, Vigan City, Ilocos Sur",09178714790/ 09175820101,,"October 23, 2025"
Region 1,Restaurant,DOT-R01-RST-02774-2025,GRACIAS AMIGO KITCHENETTE,Ilocos Sur,Vigan,"Quirino Blvd., Tamag, Vigan City, Ilocos Sur",9686314095,,"February 13, 2026"
Region 1,Restaurant,DOT-R01-RST-02738-2025,HIDDEN GARDEN LILONG AND LILANG RESTAURANT,Ilocos Sur,Vigan,"#56 Bulala, Vigan City, Ilocos Sur",9674426514,,"November 2, 2026"
Region 1,Restaurant,DOT-R01-RST-02737-2025,KARDO'S GRILL HOUSE,Ilocos Sur,Vigan,"Diversion Road, Cabalangegan, Vigan City, Ilocos Sur",09175827444/09565229911,,"November 2, 2026"
Region 1,Restaurant,DOT-R01-RST-02147-2024,NSCC BATH AND COFFEE,Ilocos Sur,Vigan,"Gov. A. Reyes St., Brgy. I, Vigan City, Ilocos Sur",9175076402,,"November 6, 2025"
Region 1,Restaurant,DOT-R01-RST-02892-2025,OLD SEOUL CAFÉ,Ilocos Sur,Vigan,"Calle Crisologo, Brgy. VI, Vigan City, Ilocos Sur",9609527000,,"March 24, 2026"
Region 1,Restaurant,DOT-R01-RST-02152-2024,STJ STEAK HOUSE,Ilocos Sur,Vigan,"Steak to Juan,Liberation Boulevard,Brgy. VIII, Vigan City, Ilocos Sur",9951367561,,"November 6, 2025"
Region 1,Restaurant,DOT-R01-RST-03108-2025,MAX'S RESTAURANT,Ilocos Sur,Vigan,"Barangay I (Pob.), Vigan City, Ilocos Sur",9565197440,,"August 6, 2026"
Region 1,Restaurant,DOT-R01-RST-03109-2025,CHAU RESTAURANT,Ilocos Sur,San Vicente,"Bayubay Norte, San Vicente, Ilocos Sur",9175425964,,"August 6, 2026"
Region 1,Restaurant,DOT-R01-RST-01335-2022,PANGANAN RESTAURANT,La Union,Luna,"Purok 6, Barrientos",09192248949 / 09692239005,,"September 11, 2025"
Region 1,Restaurant,DOT-R01-RST-01173-2022,UVAS CAFE,La Union,Bauang,"68, Urayong",(0967) 285 4121,,"September 10, 2025"
Region 1,Restaurant,DOT-R01-RST-01334-2022,STEAK TO JUAN,La Union,Luna,"Victoria, Luna, La Union",9690114158,,"September 10, 2025"
Region 1,Restaurant,DOT-R01-RST-01224-2022,GERMAN BISTRO,La Union,San Juan,"320 EAGLE STREET, Ili Norte (Pob.)",9294485505,,"October 13, 2025"
Region 1,Restaurant,DOT-R01-RST-02422-2024,R CAFE FOOD CORPORATION,La Union,Bauang,"R cafe, The R hub Building, Barangay Disso-or, Bauang, La Union",9171180066,,"October 13, 2025"
Region 1,Restaurant,DOT-R01-RST-02423-2024,TAMYAN REFRESHMENT,La Union,Naguilian,"E. Rimando St., Ortiz (Pob.)",9506676573,,"October 13, 2025"
Region 1,Restaurant,DOT-R01-RST-02426-2024,ARIANNA'S RESTO BAR,La Union,San Fernando City,"61 Dalumpinas Oeste, San Fernando City, La Union",0917 1692277,,"October 13, 2025"
Region 1,Restaurant,DOT-R01-RST-01348-2022,KUSINA DE LUNA RESTAURANT,La Union,Luna,"Purok 5, Nalvo Norte",9460722119,,"October 19, 2025"
Region 1,Restaurant,DOT-R01-RST-02494-2024,LU MIDTOWN FOOD PALACE INC.,La Union,San Fernando City,"QUEZON AVENUE, BRGY III, CITY OF SAN FERNANDO, LA UNION",9190666456,,"October 25, 2025"
Region 1,Restaurant,DOT-R01-RST-02517-2024,SAVIE'S RESTAURANT AND BAR,La Union,San Fernando City,"Lot No. 10 Poro Point Baywalk, Brgy. Poro",9458230050,,"November 8, 2025"
Region 1,Restaurant,DOT-R01-RST-02522-2024,DIONI'S DINER,La Union,San Fernando City,"110 JNB BLDG., MAC ARTHUR HIGHWAY, BRGY. LINGSAT",9178100879,,"November 8, 2025"
Region 1,Restaurant,DOT-R01-RST-02561-2024,WAVES POINT RESTO BAR,La Union,San Juan,"Waves Beach Club and Residences, Brgy. Panicsican",9077684819,,"November 26, 2025"
Region 1,Restaurant,DOT-R01-RST-00289-2021,TAIHAO RESTAURANT,La Union,Agoo,"1-National Highway, Brgy. San Jose Norte, Agoo, La Union",9175640800,,"December 10, 2025"
Region 1,Restaurant,DOT-R01-RST-02631-2025,SAGAT CRUST FOOD HOUSE,La Union,Rosario,"036 National Highway, Brgy. Amlang, Rosario, La Union",9478938638,,"January 8, 2026"
Region 1,Restaurant,DOT-R01-RST-00529-2021,WEL KAMBAK RESTAURANT,La Union,Santo Tomas,"National Highway, Brgy. Namboongan, Santo Tomas, La Union",9396330048,,"January 10, 2026"
Region 1,Restaurant,DOT-R01-RST-02648-2025,ADAW RESTAURANT,La Union,San Fernando City,"SEVILLA, CITY OF SAN FERNANDO, LA UNION",9175185214,,"January 15, 2026"
Region 1,Restaurant,DOT-R01-RST-02649-2025,45 RESTAURANT,La Union,Bauang,"ALONG NATIONAL HIGHWAY, PARINGAO, BAUANG, LA UNION",9178290075,,"January 15, 2026"
Region 1,Restaurant,DOT-R01-RST-02663-2025,KAPENDIRYA COFFEE SHOP,La Union,Pugo,"PUROK 3, Brgy. Maoasoas Norte, Pugo, La Union",9175617157,,"January 24, 2026"
Region 1,Restaurant,DOT-R01-RST-02664-2025,3 MARIA'S LUTONG BAHAY,La Union,Pugo,"PUGO-ROSARIO RD., Brgy. Ambalite, Pugo, La Union",9480565778,,"January 24, 2026"
Region 1,Restaurant,DOT-R01-RST-02666-2025,EDZ RESTAURANT,La Union,Rosario,"Brgy. Subusub, Rosario, La Union",9459732427,,"January 24, 2026"
Region 1,Restaurant,DOT-R01-RST-02667-2025,RMT FOOD VENTURES INC.,La Union,Rosario,"CAMP ONE, ROSARIO, LA UNION",9260166888,,"January 24, 2026"
Region 1,Restaurant,DOT-R01-RST-02670-2025,CASA MATUTINA RESTAURANT,La Union,Rosario,"SUBUSUB, ROSARIO, LA UNION",9665367918,,"January 24, 2026"
Region 1,Restaurant,DOT-R01-RST-02681-2025,9 BAR CAFE,La Union,Rosario,CATAGUINTINGAN ROSARIO LA UNION,9334720081,,"January 24, 2026"
Region 1,Restaurant,DOT-R01-RST-02684-2025,PIO-LO RESTAURANT,La Union,Caba,"SECTOR 3, Brgy. Bautista, Caba, La Union",9453324362,,"January 24, 2026"
Region 1,Restaurant,DOT-R01-RST-02688-2025,STREET VIBES BBQ GRILL HOUSE,La Union,Bangar,"Sector 6, Brgy. Paratong No. 4, Bangar, La Union",9171322344,,"January 24, 2026"
Region 1,Restaurant,DOT-R01-RST-02689-2025,SOULE DE ROSARIO RESTAURANT,La Union,Rosario,"CAMP ONE, ROSARIO, LA UNION",9668151867,,"January 24, 2026"
Region 1,Restaurant,DOT-R01-RST-02703-2025,DAMPA SA SAN JUAN GRILL AND SEAFOOD RESTAURANT,La Union,San Juan,"BARANGAY URBIZTONDO, SAN JUAN, LA UNION",9065287602,,"February 3, 2026"
Region 1,Restaurant,DOT-R01-RST-00617-2021,LUCKIES WINES & SPIRITS AND PAPA C'S SIZZLER,La Union,San Juan,"National Highway Corner Velasco St. Ili Sur, San juan La union",9567052840,,"February 3, 2026"
Region 1,Restaurant,DOT-R01-RST-02709-2025,GOLDEN BAMBOO RESTAURANT,La Union,Naguilian,"EPIC Mall Naguilian Road, Brgy. Ortiz (Pob.), Naguilian, La Union",9178549416,,"February 3, 2026"
Region 1,Restaurant,DOT-R01-RST-02720-2025,KAINAN SA DAMPA,La Union,San Fernando City,"PENNSYLVANIA AVE., CATBANGEN, SAN FERNANDO CITY, LA UNION",9154263652,,"February 4, 2026"
Region 1,Restaurant,DOT-R01-RST-02726-2025,JAYPEE'S BAKESHOP,La Union,Bauang,"14 Mabini St., Brgy. Central West (Pob.), Bauang, La Union",9157373070,,"February 4, 2026"
Region 1,Restaurant,DOT-R01-RST-02727-2025,GOLDEN SAVANNAH INC./DUNKIN',La Union,Bauang,"ALONG NATIONAL HIGHWAY, CENTRAL EAST, BAUANG, LA UNION",9773481432,,"February 4, 2026"
Region 1,Restaurant,DOT-R01-RST-02758-2025,JAYPEE'S BAKESHOP,La Union,San Fernando City,"Gov. Lucero Street, Brgy. Barangay I (Pob.), San Fernando City, La Union",0967 066 3448,,"February 11, 2026"
Region 1,Restaurant,DOT-R01-RST-02767-2025,GOLDEN SAVANNAH INC. / DUNKIN',La Union,Rosario,"FIRST TOWN MALL, CONCEPCION ROSARIO LA UNION",9108430363,,"February 13, 2026"
Region 1,Restaurant,DOT-R01-RST-02782-2025,ROGELYN'S FAV KOREAN RESTAURANT,La Union,Luna,SALCEDO LUNA LA UNION,9196111169,,"February 19, 2026"
Region 1,Restaurant,DOT-R01-RST-02783-2025,EL-NAVI CAFE,La Union,San Juan,"URBIZTONDO, SAN JUAN, LA UNION",9178736333,,"February 19, 2026"
Region 1,Restaurant,DOT-R01-RST-00024-2020,HALO HALO DE ILOKO,La Union,San Fernando City,"PUROK 6, BIDAY, CITY OF SAN FERNANDO, LA UNION",9175117919,,"March 24, 2026"
Region 1,Restaurant,DOT-R01-RST-02902-2025,PALLETAS GRILL AND RESTO BAR,La Union,San Fernando City,"HOTEL ELEGANT, DIVERSION ROAD, BIDAY, SAN FERNANDO CITY, LA UNION",9338245793,,"March 24, 2026"
Region 1,Restaurant,DOT-R01-RST-02966-2025,TAAW BEACH CLUB,La Union,San Juan,"St. Jude Village, Ili Norte (Pob.), San Juan, La Union",9941983877,,"April 8, 2026"
Region 1,Restaurant,DOT-R01-RST-01188-2022,EJF-CASA MARGARITA RESTAURANT,La Union,San Juan,"Taboc, San Juan, La Union",0918 775 8831,,"April 8, 2026"
Region 1,Restaurant,DOT-R01-RST-02973-2025,CHODADO BISTRO,La Union,Bangar,"Sacristia Street, Central East No. 1 (Pob.), Bangar, La Union",(0970) 474 0540,,"April 11, 2026"
Region 1,Restaurant,DOT-R01-RST-00614-2021,DON SEGUNDO ANTIQUE HOUSE & RESTAURANT,La Union,Luna,"Resurreccion Street, Salcedo (Pob.), Luna, La Union",9295107578,,"April 11, 2026"
Region 1,Restaurant,DOT-R01-RST-01238-2022,LACAFAYNE DINER,La Union,Aringay,"35 Sta. Lucia Road, Brgy. Poblacion, Aringay, La Union",9562992588,,"May 20, 2026"
Region 1,Restaurant,DOT-R01-RST-00640-2021,MAIKAI'S GOURMET SHAVE ICE,La Union,San Juan,"National Highway, Ili Sur (Pob.), San Juan, La Union",9175533638,,"June 1, 2026"
Region 1,Restaurant,DOT-R01-RST-01220-2022,CLEAN BEACH,La Union,San Juan,"#134 National Highway, Urbiztondo, San Juan, La Union",072-6194264,,"June 2, 2026"
Region 1,Restaurant,DOT-R01-RST-03040-2025,OL' PUB TAVERN & OCULTA,La Union,San Juan,"Circle Road, Urbiztondo, San Juan, La Union",9175533638,,"June 13, 2026"
Region 1,Restaurant,DOT-R01-RST-03090-2025,KAKABSAT MAKMAKAN,La Union,San Fernando City,"NATIONAL HIGHWAY N85 BLDG, LINGSAT, SAN FERNANDO CITY, LA UNION",9778140991,,"July 15, 2026"
Region 1,Restaurant,DOT-R01-RST-02371-2024,ADELA'S FOOD HOUSE,Pangasinan,San Carlos City,"Rizal Ave., San Carlos City, Pangasinan",9777534389,,"September 6, 2025"
Region 1,Restaurant,DOT-R01-RST-02380-2024,RAGUZ GRILL AND RESTAURANT,Pangasinan,San Carlos City,"PALARIS ST., SAN CARLOS CITY, PANGASINAN",9954850832,,"September 9, 2025"
Region 1,Restaurant,DOT-R01-RST-02694-2025,OWIE'S RESTOSTREET RESTAURANT,Pangasinan,San Carlos City,"PEREZ BOULEVARD, Perez Boulevard (Pob.), San Carlos City, Pangasinan",9396543347,,"February 3, 2026"
Region 1,Restaurant,DOT-R01-RST-02699-2025,HAGEMU JAPANESE RESTAURANT,Pangasinan,San Carlos City,"S&R HOTEL AND ARCADE BUILDING, BRGY. PADILLA-GOMEZ, SAN CARLOS CITY, PANGASINAN",9054518647,,"February 3, 2026"
Region 1,Restaurant,DOT-R01-RST-02826-2025,SUNGAYAN GRILL,Pangasinan,Bolinao,Balingasay Bolinao Pangasinan,9156853012,,"February 28, 2026"
Region 1,Restaurant,DOT-R01-RST-02836-2025,A'S RESTAURANT,Pangasinan,Pozzorubio,"Mc Arthur Highway Zone 3, Brgy. Alipangpang, Pozzorubio, Pangasinan",9544157002,,"March 11, 2026"
Region 1,Restaurant,DOT-R01-RST-02877-2025,NEYTH’S YARD FOOD AND BEVERAGE HOUSE,Pangasinan,Balungao,"Neyth’s Yard, MMR Rd., Zone 4, Poblacion, Balungao, Pangasinan",9179739717,,"March 13, 2026"
Region 1,Restaurant,DOT-R01-RST-00823-2022,"YOBISTRO BY THE SEA, INC. DOING BUSINESS UNDER CIAO",Pangasinan,Bolinao,"EFREN PERALTA ST., LUCIENTE 1, BOLINAO, PANGASINAN",9219138780,,"May 1, 2026"
Region 1,Tourism Recreation Center,DOT-R01-SRC-02736-2025,NAMNAMA RESORT,Ilocos Sur,Banayoyo,"Greenhills, Brgy. Elefante, Banayoyo, Ilocos Sur",9978954262,,"February 11, 2026"
Region 1,Tourism Recreation Center,DOT-R01-SRC-02553-2024,ANCHORA RESORT,La Union,Agoo,"Sitio Sucok, Brgy. Santa Maria",0969 386 9802,,"November 24, 2025"
Region 1,Tourism Recreation Center,DOT-R01-SRC-02705-2025,NAMACPACAN SEAVIEW RESORT HOTEL,La Union,Luna,"Darigayos, Luna, La Union",9274398435,,"February 3, 2026"
Region 1,Tourism Recreation Center,DOT-R01-SRC-02762-2025,LOMBOY FARMS RESORT,La Union,Bauang,"Bagbag, Bauang, La Union",9672854121,,"February 13, 2026"
Region 1,Tourism Recreation Center,DOT-R01-SRC-02781-2025,PASSER'S BY RESORT,La Union,Balaoan,"PARAOIR, BALAOAN, LA UNION",9970615895,,"February 19, 2026"
Region 1,Tourism Recreation Center,DOT-R01-SRC-03041-2025,NATURES RETREAT HOUSE,La Union,San Fernando City,"Abut Road, Bacsil Ridge, Pias, San Fernando City, La Union",9275387484,,"June 13, 2026"
Region 1,Tourism Recreation Center,DOT-R01-SRC-02370-2024,MANUEL - GRANDE EVENTS CENTER,Pangasinan,San Carlos City,"Rail Road Site, Bega",0933 814 5284,,"September 6, 2025"
